Address,Comparison Field,Vintage,All Other,Group Comparison,City1,County1,ENERGYSTARCertified 2018,ENERGY STAR Score,Latitude1,Longitude1,Postal Code,Property Type,Property Type (Legend),Building GFA (SqFt),Property Id,Property Name,State1,Report Type,Site EUI (WN kBtu/SqFt),Year Built
400 BREA MALL,Search Above for Results,1990-1999,FALSE, ,BREA,Orange,Not Certified,79,33.91600883,-117.8864662,92821,Retail Store,Retail Store,"141,491",1166350,"BREA, CA-2648",CA,Energy Metrics,33,1993
400 WESTMINSTER MALL,Search Above for Results,1990-1999,FALSE, ,WESTMINSTER,Orange,Not Certified,78,33.747503,-118.0123145,92683,Retail Store,Retail Store,"152,567",1166351,"WESTMINSTER, CA-2649-MS",CA,Energy Metrics,31,1993
500 NEWPARK MALL,Search Above for Results,1990-1999,FALSE, ,NEWARK,Alameda,Not Certified,82,37.526646,-121.999423,94560,Retail Store,Retail Store,"124,709",1166358,"NEWARK, CA-2496",CA,Energy Metrics,32,1991
1932 E 20TH ST,Search Above for Results,1990-1999,FALSE, ,CHICO,Butte,Not Certified,78,39.72844083,-121.8056928,95928,Retail Store,Retail Store,"104,650",1166361,"CHICO, CA-2613",CA,Energy Metrics,36,1993
377 S MILLS RD,Search Above for Results,1990-1999,FALSE, ,VENTURA,Ventura,Not Certified,87,34.268687,-119.247827,93003,Retail Store,Retail Store,"124,656",1166362,"VENTURA, CA-2663",CA,Energy Metrics,29,1999
22450 TOWN CIR,Search Above for Results,1990-1999,FALSE, ,MORENO VALLEY,Riverside,Not Certified,80,33.938003,-117.272277,92553,Retail Store,Retail Store,"160,271",1166366,"MORENO VALLEY, CA-2480",CA,Energy Metrics,33,1992
1695 ARDEN WAY,Search Above for Results,1990-1999,FALSE, ,SACRAMENTO,Sacramento,Not Certified,64,38.601713,-121.425993,95815,Retail Store,Retail Store,"158,544",1166367,"SACRAMENTO, CA-2467",CA,Energy Metrics,44,1994
3100 NAGLEE RD,Search Above for Results,1990-1999,FALSE, ,TRACY,San Joaquin,Not Certified,73,37.758589,-121.458707,95304,Retail Store,Retail Store,"50,868",1166369,"TRACY, CA-2698",CA,Energy Metrics,38,1996
9301 TAMPA AVE,Search Above for Results,1990-1999,FALSE, ,NORTHRIDGE,Los Angeles,Not Certified,80,34.238621,-118.55542,91324,Retail Store,Retail Store,"230,787",1166374,"NORTHRIDGE, CA-2677",CA,Energy Metrics,33,1995
40640 WINCHESTER RD,Search Above for Results,1990-1999,FALSE, ,TEMECULA,Riverside,Not Certified,79,33.525399,-117.154592,92591,Retail Store,Retail Store,"125,492",1166391,"TEMECULA, CA-2783",CA,Energy Metrics,36,1999
1125 GALLERIA BLVD,Search Above for Results,2000-2009,FALSE, ,ROSEVILLE,Placer,Not Certified,84,38.77364833,-121.2690735,95678,Retail Store,Retail Store,"167,051",1166401,"ROSEVILLE, CA-2796",CA,Energy Metrics,34,2000
4685 MacArthur Court,Search Above for Results,1980-1989,FALSE, ,IRVINE,Orange,Certified,76,33.67012,-117.860683,92660,Office,Office,"84,522",1166780,4685 MacArthur Court,CA,Energy Metrics,51,1980
3351 S DOGWOOD,Search Above for Results,2000-2009,FALSE, ,EL CENTRO,Imperial,Not Certified,66,32.763793,-115.531254,92243,Retail Store,Retail Store,"80,743",1167005,"EL CENTRO, CA-2816",CA,Energy Metrics,44,2005
12399 S MAINSTREET,Search Above for Results,2000-2009,FALSE, ,RANCHO CUCAMONGA,San Bernardino,Not Certified,71,34.110244,-117.534958,91739,Retail Store,Retail Store,"132,837",1167123,"RANCHO CUCAMONGA, CA-2823",CA,Energy Metrics,39,2004
300 N. Lake Avenue,Search Above for Results,1980-1989,FALSE, ,PASADENA,Los Angeles,Not Certified,77,34.15091,-118.131863,91101,Mixed Use Property,Mixed Use Property,"281,882",1169343,Gateway Plaza,CA,Energy Metrics,67,1989
425 Colorado,Search Above for Results,1980-1989,FALSE, ,GLENDALE,Los Angeles,Certified,83,34.14316,-118.250432,91205,Office,Office,"125,369",1169939,Glendale Corporate Center,CA,Energy Metrics,47,1984
675 Placentia Ave,Search Above for Results,2000-2009,FALSE, ,BREA,Orange,Certified,95,33.908304,-117.876085,92821,Office,Office,"137,708",1175145,Fairway Center II,CA,Energy Metrics,46,2001
500 N. Brand Blvd.,Search Above for Results,1990-1999,FALSE, ,GLENDALE,Los Angeles,Certified,87,34.1535125,-118.254181,91203,Office,Office,"413,274",1179123,500 North Brand,CA,Energy Metrics,48,1990
400 N. Brand Blvd,Search Above for Results,1990-1999,FALSE, ,GLENDALE,Los Angeles,Not Certified,83,34.15199,-118.2545817,91203,Office,Office,"167,106",1192199,400 N. Brand Blvd,CA,Energy Metrics,49,1998
450 N. Brand Blvd,Search Above for Results,2000-2009,FALSE, ,GLENDALE,Los Angeles,Not Certified,82,34.15263667,-118.2546567,91203,Office,Office,"271,836",1192688,450 N. Brand Building,CA,Energy Metrics,43,2000
250 Prospect Pl,Search Above for Results,1960-1969,FALSE, ,CORONADO,,Certified,81,32.694123,-117.168363,,Hospital (General Medical & Surgical),Hospital,"94,035",1200159,Sharp Coronado Hospital,CA,Energy Metrics,256,1968
30721 Russell Ranch Rd.,Search Above for Results,2000-2009,FALSE, ,WESTLAKE VILLAGE,Ventura,Certified,69,34.149855,-118.79498,91362,Office,Office,"65,517",1201610,Westlake North Business Park - 30721,CA,Energy Metrics,108,2001
30699 Russell Ranch Rd.,Search Above for Results,2000-2009,FALSE, ,WESTLAKE VILLAGE,Ventura,Certified,81,34.150952,-118.794872,91362,Office,Office,"133,405",1201611,Westlake North Business Park - 30699,CA,Energy Metrics,94,2000
2401 Colorado,Search Above for Results,1980-1989,FALSE, ,SANTA MONICA,Los Angeles,Certified,77,34.029395,-118.473769,90404,Office,Office,"196,682",1204362,Colorado Center A,CA,Energy Metrics,47,1984
2425/2501 Colorado,Search Above for Results,1980-1989,FALSE, ,SANTA MONICA,Los Angeles,Not Certified,54,34.029832,-118.472892,90404,Office,Office,"149,172",1204363,Colorado Center B,CA,Energy Metrics,62,1984
2525 Colorado,Search Above for Results,1980-1989,FALSE, ,SANTA MONICA,Los Angeles,Certified,82,34.0302585,-118.4725002,90404,Office,Office,"163,442",1204364,Colorado Center C,CA,Energy Metrics,50,1984
2400 Broadway,Search Above for Results,1980-1989,FALSE, ,SANTA MONICA,Los Angeles,Certified,89,34.02966,-118.4746433,90404,Office,Office,"159,591",1204365,Colorado Center D,CA,Energy Metrics,30,1987
2450 Broadway,Search Above for Results,1990-1999,FALSE, ,SANTA MONICA,Los Angeles,Not Certified,57,34.030062,-118.474778,90404,Office,Office,"182,186",1204367,Colorado Center E,CA,Energy Metrics,58,1990
2500 Broadway,Search Above for Results,1990-1999,FALSE, ,SANTA MONICA,Los Angeles,Certified,75,34.030682,-118.473695,90404,Office,Office,"273,778",1204368,Colorado Center F,CA,Energy Metrics,54,1991
19800 MacArthur Blvd,Search Above for Results,1980-1989,FALSE, ,IRVINE,Orange,Certified,91,33.65504,-117.86093,92612,Office,Office,"368,243",1224122,19800 MacArthur Blvd,CA,Energy Metrics,33,1987
1221 Broadway,Search Above for Results,1970-1979,FALSE, ,OAKLAND,Alameda,Certified,74,37.803493,-122.272329,94612,Office,Office,"558,010",1230183,1221 City Center,CA,Energy Metrics,51,1974
801 K Street,Search Above for Results,1980-1989,FALSE, ,SACRAMENTO,Sacramento,Certified,84,38.580115,-121.496031,95814,Office,Office,"394,330",1244979,Renaissance Tower - 801 K Street,CA,Energy Metrics,49,1988
28104 Witherspoon Parkway,Search Above for Results,1990-1999,FALSE, ,VALENCIA,Los Angeles,Certified,86,34.444735,-118.628466,91355,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"189,250",1249720,"28104 Witherspoon Parkway, Bldg C",CA,Energy Metrics,7,1999
180 East Ocean Blvd,Search Above for Results,1980-1989,FALSE, ,LONG BEACH,Los Angeles,Not Certified, ,33.766256,-118.191398,90802,Office,Office,"200,028",1252154,180 E. Ocean,CA,Characteristics Only, ,1982
3121 Michelson Drive,Search Above for Results,2000-2009,FALSE, ,IRVINE,Orange,Certified,87,33.674292,-117.844698,92612,Office,Office,"158,603",1252658,Park Place II (3121 Michelson),CA,Energy Metrics,44,2004
2220 Colorado Ave,Search Above for Results,1990-1999,FALSE, ,SANTA MONICA,Los Angeles,Certified,79,34.02765,-118.47411,90404,Office,Office,"201,006",1253158,Arboretum Gateway,CA,Energy Metrics,70,1999
505 N. Brand Blvd.,Search Above for Results,1980-1989,FALSE, ,GLENDALE,Los Angeles,Certified,89,34.15354633,-118.2561698,91203,Office,Office,"343,370",1255188,129010 - 505 North Brand,CA,Energy Metrics,46,1986
801 California Street,Search Above for Results,2000-2009,FALSE, ,MOUNTAIN VIEW,Santa Clara,Certified,88,37.391179,-122.081309,94041,Mixed Use Property,Mixed Use Property,"146,586",1255913,400 Castro Street,CA,Energy Metrics,95,2002
6101 W. Centinela,Search Above for Results,1980-1989,FALSE, ,CULVER CITY,Los Angeles,Not Certified,71,33.981846,-118.395471,90230,Office,Office,"112,053",1256002,"6101 Centinela Property Owner, LLC",CA,Energy Metrics,64,1980
1350 Treat Boulevard,Search Above for Results,1980-1989,FALSE, ,WALNUT CREEK,Contra Costa,Certified,30,37.92599967,-122.0561005,94597,Office,Office,"124,400",1259974,Urban West Business Park,CA,Energy Metrics,128,1986
1930 N Placentia Ave,Search Above for Results,1990-1999,FALSE, ,FULLERTON,Orange,Not Certified,75,33.890143,-117.872238,92835,Supermarket/Grocery Store,Supermarket/Grocery Store,"63,429",1260159,06119-N Placentia & Yorba Linda,CA,Energy Metrics,184,1998
19640 Beach Blvd,Search Above for Results,1990-1999,FALSE, ,HUNTINGTON BEACH,Orange,Not Certified,79,33.67714,-117.98696,92648,Supermarket/Grocery Store,Supermarket/Grocery Store,"57,936",1260162,06124-Beach & Adams,CA,Energy Metrics,217,1990
101 East Willow,Search Above for Results,1990-1999,FALSE, ,LONG BEACH,Los Angeles,Not Certified,67,33.805609,-118.192324,90806,Supermarket/Grocery Store,Supermarket/Grocery Store,"62,433",1260168,06132-East Willow,CA,Energy Metrics,164,1999
110 E Carson St,Search Above for Results,1950-1959,FALSE, ,CARSON,Los Angeles,Not Certified,79,33.830829,-118.276703,90745,Supermarket/Grocery Store,Supermarket/Grocery Store,"57,097",1260170,06135-Carson & Main Streets,CA,Energy Metrics,161,1958
7676 Firestone Blvd,Search Above for Results,2000-2009,FALSE, ,DOWNEY,Los Angeles,Not Certified,69,33.94555167,-118.1444317,90241,Supermarket/Grocery Store,Supermarket/Grocery Store,"52,773",1260173,06140-Firestone and Rivas,CA,Energy Metrics,239,2005
1800 W Whittier Blvd,Search Above for Results,2000-2009,FALSE, ,LA HABRA,Los Angeles. Orange,Not Certified,41,33.93863383,-117.9664105,90631,Supermarket/Grocery Store,Supermarket/Grocery Store,"55,711",1260315,06158-Whittier & Beach,CA,Energy Metrics,218,2000
200 E. Sepulveda Blvd.,Search Above for Results,2000-2009,FALSE, ,CARSON,Los Angeles,Not Certified,60,33.8063565,-118.2726552,90745,Supermarket/Grocery Store,Supermarket/Grocery Store,"58,220",1260316,06159-Carson,CA,Energy Metrics,194,2001
2291 West Malvern Ave,Search Above for Results,2000-2009,FALSE, ,FULLERTON,Orange,Not Certified,65,33.878518,-117.966077,92833,Supermarket/Grocery Store,Supermarket/Grocery Store,"59,549",1260321,06165-Gilbert & Malvern,CA,Energy Metrics,248,2001
5015 Del Amo Blvd,Search Above for Results,1990-1999,FALSE, ,LAKEWOOD,Los Angeles,Not Certified,63,33.84776,-118.13483,90712,Supermarket/Grocery Store,Supermarket/Grocery Store,"51,138",1260333,06191-Del AMO & Clark,CA,Energy Metrics,231,1996
23850 W. Copper Hill Drive,Search Above for Results,2000-2009,FALSE, ,VALENCIA,Los Angeles,Not Certified,74,34.462082,-118.556705,91355,Supermarket/Grocery Store,Supermarket/Grocery Store,"52,297",1260342,06301-Copperhill & Rancho Ave. Tesoro,CA,Energy Metrics,224,2005
43543 20th Street West,Search Above for Results,1990-1999,FALSE, ,LANCASTER,Los Angeles. Kern,Not Certified,78,34.67375933,-118.1674227,93536,Supermarket/Grocery Store,Supermarket/Grocery Store,"78,079",1260353,06322-20th Street West & Ave K,CA,Energy Metrics,163,1996
26521 Agoura Road,Search Above for Results,2000-2009,FALSE, ,CALABASAS,Los Angeles,Not Certified,45,34.144994,-118.699705,91302,Supermarket/Grocery Store,Supermarket/Grocery Store,"58,061",1260361,06335-Agoura RD & Las Virgenes,CA,Energy Metrics,261,2002
775 S Tucker Road,Search Above for Results,1990-1999,FALSE, ,TEHACHAPI,Kern,Not Certified,61,35.125662,-118.469571,93561,Supermarket/Grocery Store,Supermarket/Grocery Store,"50,969",1260368,06347-Tehachapi,CA,Energy Metrics,298,1994
7201 W. Yorktown,Search Above for Results,2000-2009,FALSE, ,HUNTINGTON BEACH,Orange,Not Certified,45,33.680897,-118.0028,92648,Supermarket/Grocery Store,Supermarket/Grocery Store,"65,612",1260507,06110-Yorktown,CA,Energy Metrics,246,2000
2320 South Broadway,Search Above for Results,1990-1999,FALSE, ,SANTA MARIA,Santa Barbara,Not Certified,58,34.918456,-120.434546,93455,Supermarket/Grocery Store,Supermarket/Grocery Store,"62,997",1260528,06348-Broadway & McCoy,CA,Energy Metrics,222,1996
8880 Valley View Street,Search Above for Results,1990-1999,FALSE, ,BUENA PARK,Orange,Not Certified,74,33.834059,-118.027097,90620,Supermarket/Grocery Store,Supermarket/Grocery Store,"60,000",1260600,06105-Lincoln & Valley View,CA,Energy Metrics,173,1995
1735 Artesia Blvd.,Search Above for Results,2000-2009,FALSE, ,GARDENA,Los Angeles,Not Certified,69,33.874126,-118.308089,90247,Supermarket/Grocery Store,Supermarket/Grocery Store,"62,264",1260603,06108-Artesia & Western,CA,Energy Metrics,186,2001
20261 Hwy 18,Search Above for Results,1990-1999,FALSE, ,APPLE VALLEY,San Bernardino,Not Certified,76,34.525076,-117.220235,92307,Supermarket/Grocery Store,Supermarket/Grocery Store,"57,471",1260618,06513-Hwy 18 & Thunderbird,CA,Energy Metrics,170,1999
8938 Trautwein Rd,Search Above for Results,1990-1999,FALSE, ,RIVERSIDE,Riverside,Not Certified,61,33.890278,-117.322909,92508,Supermarket/Grocery Store,Supermarket/Grocery Store,"50,246",1260619,06514-Van Buren & Trautwein,CA,Energy Metrics,258,1997
450 E. Cypress Ave,Search Above for Results,1970-1979,FALSE, ,REDLANDS,"San Bernardino, Riverside",Not Certified,58,34.04849,-117.171349,92373,Supermarket/Grocery Store,Supermarket/Grocery Store,"59,600",1260623,06519-Cypress & Redlands Blvd,CA,Energy Metrics,276,1973
3931 Irvine Blvd,Search Above for Results,1990-1999,FALSE, ,IRVINE,,Not Certified,69,33.7233,-117.771711,92720,Supermarket/Grocery Store,Supermarket/Grocery Store,"52,151",1260637,06525-Irvine & Culver Blvd,CA,Energy Metrics,182,1999
2300-c Harbor Blvd,Search Above for Results,2000-2009,FALSE, ,COSTA MESA,Orange,Not Certified,53,33.65741683,-117.9187208,92626,Supermarket/Grocery Store,Supermarket/Grocery Store,"65,153",1260643,06532-Harbor & Wilson,CA,Energy Metrics,244,2000
2400 W. Commonwealth,Search Above for Results,1990-1999,FALSE, ,ALHAMBRA,Los Angeles,Not Certified,46,34.086497,-118.1499,91803,Supermarket/Grocery Store,Supermarket/Grocery Store,"54,001",1260934,06543-Commonwealth & Fremont,CA,Energy Metrics,276,1998
27702 Crown Valley Prkwy Bdg B,Search Above for Results,2000-2009,FALSE, ,LADERA RANCH,Orange,Not Certified,48,33.562446,-117.646217,92694,Supermarket/Grocery Store,Supermarket/Grocery Store,"51,061",1260942,06552-Crown Valley & Antonio,CA,Energy Metrics,295,2001
74590 Highway 111,Search Above for Results,1990-1999,FALSE, ,PALM DESERT,Riverside,Not Certified,59,33.722761,-116.363846,92260,Supermarket/Grocery Store,Supermarket/Grocery Store,"62,462",1260948,06559-Highway 111 & Deep Canyon RD,CA,Energy Metrics,217,1997
989 Avenida Pico,Search Above for Results,2000-2009,FALSE, ,SAN CLEMENTE,Orange,Not Certified,52,33.456705,-117.603438,92673,Supermarket/Grocery Store,Supermarket/Grocery Store,"57,560",1260952,06563-Ave Pico & AVE LA Plata,CA,Energy Metrics,222,2002
1751 N. Sunrise Way,Search Above for Results,1990-1999,FALSE, ,PALM SPRINGS,Riverside,Not Certified,69,33.84579,-116.529887,92262,Supermarket/Grocery Store,Supermarket/Grocery Store,"61,675",1260955,06569-Sunrise & Vista Chino,CA,Energy Metrics,179,1997
4550 E. Chapman Ave,Search Above for Results,2000-2009,FALSE, ,ORANGE,Orange,Not Certified,68,33.786626,-117.8043,92869,Supermarket/Grocery Store,Supermarket/Grocery Store,"50,223",1260963,06585-Chapmna & Hewes,CA,Energy Metrics,249,2002
40101 Monterey Ave.,Search Above for Results,2000-2009,FALSE, ,RANCHO MIRAGE,Riverside,Not Certified,47,33.756308,-116.392973,92270,Supermarket/Grocery Store,Supermarket/Grocery Store,"57,560",1260964,06586-Monterey & Country Club,CA,Energy Metrics,243,2003
14201 Jeffrey Road,Search Above for Results,2000-2009,FALSE, ,IRVINE,Orange,Not Certified,69,33.695233,-117.765495,92620,Supermarket/Grocery Store,Supermarket/Grocery Store,"52,787",1260968,06591-Jeffrey & Trabuco,CA,Energy Metrics,229,2003
15970 Los Serranos Ctry Club Dr,Search Above for Results,1990-1999,FALSE, ,CHINO HILLS,San Bernardino,Not Certified,68,33.961465,-117.695567,91709,Supermarket/Grocery Store,Supermarket/Grocery Store,"55,818",1260969,06592-Los Serranos & Soquel Canyon,CA,Energy Metrics,228,1999
220 E. Bonita Ave.,Search Above for Results,2000-2009,FALSE, ,SAN DIMAS,Los Angeles,Not Certified,60,34.105928,-117.803498,91773,Supermarket/Grocery Store,Supermarket/Grocery Store,"56,378",1260970,06594-San Dimas,CA,Energy Metrics,261,2003
3825 Alton Parkway,Search Above for Results,1980-1989,FALSE, ,IRVINE,Orange,Not Certified,76,33.683651,-117.813704,92606,Supermarket/Grocery Store,Supermarket/Grocery Store,"58,298",1260971,06596-Culver & Alton,CA,Energy Metrics,211,1989
2000 E 17th Street,Search Above for Results,1990-1999,FALSE, ,SANTA ANA,Orange,Not Certified,63,33.75878267,-117.8380867,92705,Supermarket/Grocery Store,Supermarket/Grocery Store,"81,207",1260973,06598-17th & Tustin,CA,Energy Metrics,155,1998
133 West Route 66,Search Above for Results,2000-2009,FALSE, ,GLENDORA,Los Angeles,Not Certified,48,34.130075,-117.864981,91740,Supermarket/Grocery Store,Supermarket/Grocery Store,"57,559",1260974,06601-Alosta & Glendora,CA,Energy Metrics,215,2001
28047 Scott Road,Search Above for Results,2000-2009,FALSE, ,MURRIETA,Riverside,Not Certified,63,33.6393,-117.169811,92562,Supermarket/Grocery Store,Supermarket/Grocery Store,"53,963",1260975,06609-I-215 & Scott Road,CA,Energy Metrics,266,2005
1570 W Valley Parkway,Search Above for Results,1990-1999,FALSE, ,ESCONDIDO,San Diego,Not Certified,70,33.108718,-117.105885,92025,Supermarket/Grocery Store,Supermarket/Grocery Store,"50,320",1260978,06705-9th & Valley,CA,Energy Metrics,228,1996
7090 Broadway,Search Above for Results,1950-1959,FALSE, ,LEMON GROVE,San Diego,Not Certified,78,32.743771,-117.04514,91945,Supermarket/Grocery Store,Supermarket/Grocery Store,"56,190",1260980,06707-Broadway & Massachusetts,CA,Energy Metrics,161,1957
7070 Archibald Street,Search Above for Results,1990-1999,FALSE, ,CORONA,"San Bernardino, Riverside",Not Certified,49,33.959164,-117.591674,92880,Supermarket/Grocery Store,Supermarket/Grocery Store,"52,443",1261005,06641-7070 Archibald Street,CA,Energy Metrics,279,1990
1509 E Valley Parkway,Search Above for Results,2000-2009,FALSE, ,ESCONDIDO,San Diego,Not Certified,74,33.131494,-117.059533,92027,Supermarket/Grocery Store,Supermarket/Grocery Store,"60,079",1261059,06713-East Valley Parkway & Rose,CA,Energy Metrics,166,2001
260 West Foothill Pkwy,Search Above for Results,2000-2009,FALSE, ,CORONA,,Not Certified,55,33.8435,-117.574348,91720,Supermarket/Grocery Store,Supermarket/Grocery Store,"65,082",1261068,06728-Foothill Pkwy & Main,CA,Energy Metrics,203,2000
3450 Marron Road,Search Above for Results,2000-2009,FALSE, ,OCEANSIDE,San Diego,Not Certified,82,33.179607,-117.296439,92056,Supermarket/Grocery Store,Supermarket/Grocery Store,"57,540",1261070,06733-Marron & College,CA,Energy Metrics,176,2004
39140 Winchester Road,Search Above for Results,2000-2009,FALSE, ,MURRIETA,Riverside,Not Certified,74,33.550946,-117.138767,92563,Supermarket/Grocery Store,Supermarket/Grocery Store,"57,679",1261071,06734-Hwy 79 & Murrieta,CA,Energy Metrics,246,2004
23893 Clinton Keith Road,Search Above for Results,2000-2009,FALSE, ,WILDOMAR,Riverside,Not Certified,72,33.595783,-117.24143,92595,Supermarket/Grocery Store,Supermarket/Grocery Store,"57,559",1261072,06735-I15 & CLINTON KEITH,CA,Energy Metrics,210,2002
